1,0,0,0,0,0,0,0,0,0,0
0.00137534988082632,-0.00172573740171687,0,0,0,0,0,0,0,0,0
-0.0664700471412669,0.000236002471600119,0.113180732746972,0,0,0,0,0,0,0,0
-0.00102772345274461,0.000326576793302453,0.000407736378085821,-0.00316188969699728,0,0,0,0,0,0,0
0.0132994450177415,-0.00118145624464983,-0.0196308677045367,0.0011472751512183,0.0240047310956961,0,0,0,0,0,0
0.000686197711442234,-0.000366913825101686,-0.000532891200961693,0.00117198999481378,-0.000474328616363142,-0.0037300810259039,0,0,0,0,0
-0.00296503047163599,0.000975651234908214,0.00438174166281102,-0.000835607033718774,-0.0048317479874237,0.000618234588144975,0.00551039798885947,0,0,0,0
-0.000387364517247557,7.15037500785048e-05,0.000355118906912601,-0.000329010662307667,0.000140554734696929,0.00095622621337143,-0.000667517365880628,-0.00262119887019472,0,0,0
0.000470378264023127,-0.000633407893233029,-0.000761295607549236,0.000545658186547001,0.00100301645656293,-0.000408921520534468,-0.00123850648557076,0.00028416495799096,0.00119449564012626,0,0
0.000188428636447967,0.000121271681415915,-0.000182992884952731,-3.45504160794074e-05,-4.36388700972731e-05,-0.000163097188633982,0.000336335548949327,0.000550002325579689,-0.000544030007406789,-0.00147710761041503,0
9.54717595151487e-05,0.00037043380464165,-8.46114677710946e-05,-0.000329934167440131,-5.45923158938878e-05,0.000263705562353467,0.000239664519876967,-0.00019879423373291,-0.000379098176769455,0.000164100172365244,0.000300154557320504
