156275.149359419,27111.6127482743,-186748.623531964,690.545312266207
-3731.61348535997,60710.7384522171,171773.551514386,872.202335411218
122329.403766744,-3554.5006768876,169992.900533167,799.485550346478
-123646.93329671,159632.735096873,182147.906111023,620.302335770008
106959.493984055,-166019.113653994,91505.6318370687,780.776098299357
-44486.2660437716,-173364.950819358,114743.85824142,782.331050435054
158731.602905752,-35588.6051265575,4632.89735213382,1202.43108821955
70448.0324021324,187636.78338179,25010.8613559624,840.963853693546
131358.779332318,112288.412356145,73917.5056574111,929.071143027163
-155964.460906731,91607.1554731979,-163041.361860923,697.367329469606
-88309.0661774396,106260.246403467,149031.586815778,817.463139685863
107054.466278987,102632.321545128,177175.152087882,723.722283415933
-113577.361573436,137308.126818068,-161362.305359234,698.21298399062
-186375.14873129,108062.739980733,138353.002088571,673.596259787217
-25379.2409030776,191464.371492628,163758.245942409,658.879249349671
174745.484163453,-155456.222978457,-195463.543776096,556.841517507017
-194217.301153483,160449.580068147,144224.845889866,591.137723040806
-69885.8045121215,-179269.316438397,175637.406140974,641.278077169926
-56178.7820376171,-96762.1526860662,-45941.8597176267,1382.78147404587
-189264.548415098,-185213.51147653,59720.8197829559,637.154729615261
167.676903088548,189752.529213481,105141.391900938,769.149103374447
130805.963032004,90570.3916088119,30274.3925532727,1125.05473620626
-96407.0317914803,-140814.067845696,52767.6594848934,960.63085638989
-181645.997345092,-140842.177051361,-88718.3984451604,704.036180669264
-101411.358360816,81929.6396426753,135934.569119924,886.910667036258
-146119.188549452,123441.007472043,72077.5857792207,855.058348039826
-68236.1235532141,-169435.422333639,52648.9513398652,888.143883651964
63798.4990268899,-35663.862786947,133386.792608307,1043.73208795702
-194798.350293109,-142803.778364342,-91925.8145541759,671.183131912125
87227.1426709302,119568.048212245,-39679.7055310892,1127.88520656784
-43552.4751460943,172099.265255218,21701.8369654615,943.196009700449
-186597.896134998,-198112.208849276,-22453.8572669521,633.112427064427
-37593.8389997326,60016.2325690854,-163846.351188556,890.206108823817
86523.0547204716,71412.9844209961,97752.5239948294,1124.27828338841
168534.565912741,-98550.8632842845,-186953.820278839,628.014621503867
193606.297301795,137272.365148355,-28102.9826267915,737.398277310822
193368.349129359,-82416.4903144633,-185095.088210391,609.807949602609
158522.437194424,-189255.846338958,190319.101214444,544.30659330747
146281.28384516,-162677.134841281,8935.96320523572,795.497093764351
120384.388886967,119153.988916999,163851.991439126,715.065232899792
-19793.0151663915,-66038.1682489254,166969.499378974,879.674967836281
-32451.1409933751,113362.713536903,153780.894761913,839.776347991303
-149150.997363191,49569.0576082784,-97992.9562675387,948.524050665764
61848.2972335605,130166.184029477,163619.936777121,758.744837656028
145585.96482405,-185990.965964435,157824.177900502,597.763850677429
28909.9720714308,-108526.75310053,-97323.3316395369,1075.41622168385
136065.574955755,-100132.497886597,50008.0007344031,1015.64109822955
-171697.902292261,-7641.26334314654,27038.9144743365,1098.0180781833
-48483.1699752085,152335.650983895,157804.754177999,737.908369146878
-92732.2264672121,-87726.0729618937,-114333.678452842,972.00865538102
-138831.528486101,39657.0037234373,-198456.336455712,683.006518293653
52399.831969044,-189509.544540956,152232.584412684,671.41306947581
-73450.0735043123,-137920.53349255,-105951.345983795,881.582808793234
183644.741011961,133564.348286542,-102054.151061169,696.396646441253
-530.404303195159,-122042.653100042,56366.8140558956,1205.25232605397
95443.4066901681,131915.21404163,-78190.2075166128,941.07318174987
-194897.732443091,-64770.0563882152,130248.324755525,715.289914185542
42141.2754065858,68446.619812392,153475.484378904,922.542761277875
30580.5285824992,-179053.472374904,178149.183194183,653.353965512226
122951.528361334,93723.6265540623,-43681.8646381518,1116.96817490349
61987.2246074338,-207.288871817378,120528.025884666,1151.71167996997
151291.358054197,177319.97498415,-137154.684809013,629.679560064533
160949.170176865,-84091.0334529742,50066.1587119615,962.603276248147
-139106.857330969,-49375.8292028463,79594.1411038619,1071.05805537373
-122967.96527739,-154497.85533963,-165652.426751826,653.225948117832
116390.259456591,185940.282907542,12471.829115376,782.735911476059
-175717.958310414,-26995.3731150321,155426.608856227,728.359391704462
-44069.1230186177,-166174.719602747,-94533.5967241495,846.34455441101
-80013.6582954254,86670.5650371923,-106085.789878268,1039.79561255398
93671.9626303657,2714.951813953,135862.891089695,995.982350633095
-158316.298497076,-68764.9035005006,-1783.988109625,1085.37296091845
117030.195021661,101409.656437659,-139053.453434838,809.244538459593
113091.577100753,134402.329841342,-107692.737676201,823.696926294595
12959.0772874989,-98513.4590892393,63181.5828338792,1335.63094227651
116809.312793271,128960.723058295,154247.253771608,725.300388449901
-171618.165995338,-25933.906814337,-83268.504940461,933.346290760822
50321.332468416,-136918.341721768,48921.9938860495,1086.0945274247
-190127.4119484,40192.4814687358,86362.1633169512,840.98135873467
-175183.002996188,174980.304012961,-87707.5863679204,655.808618772429
-148155.207088674,-156896.568489959,-35090.73658037,795.953467194632
-19754.3710850256,159992.57389155,-55117.7146343484,975.703261539898
68934.3375690314,20185.9964761876,112556.808801011,1186.46103113067
142444.333391246,-29057.3252714931,-145805.139479208,827.04823978589
-621.830298163462,-139047.667854893,160827.805819868,770.16657964303
-180486.198385549,-100981.598994614,-84145.5656487441,786.506125372115
-32105.3560087785,-60706.1684026294,168017.116047273,877.301560258405
56652.4670882075,13113.3750787795,113436.155271209,1208.32063037704
114554.65744583,-58139.5462805709,70824.8250790423,1223.6106199043
-84339.8027295206,109245.924908951,-140075.30799244,841.456210588511
-852.795725180476,152672.456980163,78647.7918471646,962.078710042842
127373.846390781,93636.8373904505,-148394.782750902,778.604768606094
38051.3170116901,-37427.117455966,178378.514966286,856.577438741895
14569.84356728,41671.4982408272,154564.739697146,968.760374135688
13014.6177363822,-133811.761852707,-79974.623985327,1038.96733127394
-35323.9094994348,-149013.26559385,71763.4983726543,978.586615289297
117602.496274891,-1523.20122162745,190717.343133453,743.841869847276
-62716.7117962587,-75812.2577971991,-149815.857343988,900.740615975021
170281.756811206,-188746.572796697,-170643.621322483,555.213726902983
-52870.5328801341,177443.574815536,130820.763782463,736.715847453305
71828.2478417023,-29224.1562894561,112572.130764098,1167.4351423955
